Object ID,Title,Object Name,Department,Culture,Period,Artist Display Name,Medium,Dimensions,Classification,Object Date,General_Text_Description
459106,"Joséphine-Éléonore-Marie-Pauline de Galard de Brassac de Béarn (1825–1860), Princesse de Broglie",Painting,Robert Lehman Collection,Unknown,Unknown,Jean Auguste Dominique Ingres,Oil on canvas,"47 3/4 × 35 3/4 in. (121.3 × 90.8 cm)
Framed: 61 1/4 × 49 1/2 in. (155.6 × 125.7 cm)",Paintings,1851–53,"Joséphine-Éléonore-Marie-Pauline de Galard de Brassac de Béarn (1825–1860), Princesse de Broglie is a Unknown Painting by the Unknown artist Jean Auguste Dominique Ingres. This piece, part of the Robert Lehman Collection collection, is crafted using Oil on canvas. Measuring 47 3/4 × 35 3/4 in. (121.3 × 90.8 cm)
Framed: 61 1/4 × 49 1/2 in. (155.6 × 125.7 cm), the work is classified as Paintings and was created in 1851–53."
459108,"The Harvest, Pontoise (La Récolte, Pontoise)",Painting,Robert Lehman Collection,Unknown,Unknown,Camille Pissarro,Oil on canvas,18 1/8 x 21 3/4 in. (46 x 55.2 cm),Paintings,1881,"The Harvest, Pontoise (La Récolte, Pontoise) is a Unknown Painting by the Unknown artist Camille Pissarro. This piece, part of the Robert Lehman Collection collection, is crafted using Oil on canvas. Measuring 18 1/8 x 21 3/4 in. (46 x 55.2 cm), the work is classified as Paintings and was created in 1881."
459109,Figures on the Beach,Painting,Robert Lehman Collection,Unknown,Unknown,Auguste Renoir,Oil on canvas,20 3/4 x 25 1/4 in. (52.7 x 64.1 cm),Paintings,1890,"Figures on the Beach is a Unknown Painting by the Unknown artist Auguste Renoir. This piece, part of the Robert Lehman Collection collection, is crafted using Oil on canvas. Measuring 20 3/4 x 25 1/4 in. (52.7 x 64.1 cm), the work is classified as Paintings and was created in 1890."
459110,Young Girl Bathing,Painting,Robert Lehman Collection,Unknown,Unknown,Auguste Renoir,Oil on canvas,32 x 25 1/2 in. (81.3 x 64.8 cm),Paintings,1892,"Young Girl Bathing is a Unknown Painting by the Unknown artist Auguste Renoir. This piece, part of the Robert Lehman Collection collection, is crafted using Oil on canvas. Measuring 32 x 25 1/2 in. (81.3 x 64.8 cm), the work is classified as Paintings and was created in 1892."
459111,Sea and Cliffs,Painting,Robert Lehman Collection,Unknown,Unknown,Auguste Renoir,Oil on canvas,20 1/4 x 25 in. (51.4 x 63.5 cm),Paintings,ca. 1885,"Sea and Cliffs is a Unknown Painting by the Unknown artist Auguste Renoir. This piece, part of the Robert Lehman Collection collection, is crafted using Oil on canvas. Measuring 20 1/4 x 25 in. (51.4 x 63.5 cm), the work is classified as Paintings and was created in ca. 1885."
459112,Two Young Girls at the Piano,Painting,Robert Lehman Collection,Unknown,Unknown,Auguste Renoir,Oil on canvas,44 x 34 in. (111.8 x 86.4 cm),Paintings,1892,"Two Young Girls at the Piano is a Unknown Painting by the Unknown artist Auguste Renoir. This piece, part of the Robert Lehman Collection collection, is crafted using Oil on canvas. Measuring 44 x 34 in. (111.8 x 86.4 cm), the work is classified as Paintings and was created in 1892."
459113,Versailles,Painting,Robert Lehman Collection,Unknown,Unknown,Auguste Renoir,Oil on canvas,20 1/2 x 24 7/8 in. (52.1 x 63.2 cm),Paintings,1900–1905,"Versailles is a Unknown Painting by the Unknown artist Auguste Renoir. This piece, part of the Robert Lehman Collection collection, is crafted using Oil on canvas. Measuring 20 1/2 x 24 7/8 in. (52.1 x 63.2 cm), the work is classified as Paintings and was created in 1900–1905."
459114,The Pool (Memory of the Forest of Chambord),Painting,Robert Lehman Collection,Unknown,Unknown,Théodore Rousseau,Oil on wood,12 3/4 x 16 in. (32.4 x 40.6 cm),Paintings,1839,"The Pool (Memory of the Forest of Chambord) is a Unknown Painting by the Unknown artist Théodore Rousseau. This piece, part of the Robert Lehman Collection collection, is crafted using Oil on wood. Measuring 12 3/4 x 16 in. (32.4 x 40.6 cm), the work is classified as Paintings and was created in 1839."
459115,The Pond (La Mare),Painting,Robert Lehman Collection,Unknown,Unknown,Théodore Rousseau,Oil on wood,13 1/2 x 20 3/8 in. (34.3 x 51.8 cm),Paintings,1855,"The Pond (La Mare) is a Unknown Painting by the Unknown artist Théodore Rousseau. This piece, part of the Robert Lehman Collection collection, is crafted using Oil on wood. Measuring 13 1/2 x 20 3/8 in. (34.3 x 51.8 cm), the work is classified as Paintings and was created in 1855."
459116,The Mower,Painting,Robert Lehman Collection,Unknown,Unknown,Georges Seurat,Oil on wood,6 1/2 x 9 7/8 in. (16.5 x 25.1 cm),Paintings,1881–82,"The Mower is a Unknown Painting by the Unknown artist Georges Seurat. This piece, part of the Robert Lehman Collection collection, is crafted using Oil on wood. Measuring 6 1/2 x 9 7/8 in. (16.5 x 25.1 cm), the work is classified as Paintings and was created in 1881–82."
459117,"Study for ""A Sunday on La Grande Jatte""",Painting,Robert Lehman Collection,Unknown,Unknown,Georges Seurat,Oil on wood,6 1/8 x 9 1/2 in. (15.6 x 24.1 cm),Paintings,1884,"Study for ""A Sunday on La Grande Jatte"" is a Unknown Painting by the Unknown artist Georges Seurat. This piece, part of the Robert Lehman Collection collection, is crafted using Oil on wood. Measuring 6 1/8 x 9 1/2 in. (15.6 x 24.1 cm), the work is classified as Paintings and was created in 1884."
459121,Allée of Chestnut Trees,Painting,Robert Lehman Collection,Unknown,Unknown,Alfred Sisley,Oil on canvas,19 3/4 x 24 in. (50.2 x 61 cm),Paintings,1878,"Allée of Chestnut Trees is a Unknown Painting by the Unknown artist Alfred Sisley. This piece, part of the Robert Lehman Collection collection, is crafted using Oil on canvas. Measuring 19 3/4 x 24 in. (50.2 x 61 cm), the work is classified as Paintings and was created in 1878."
459122,A Pond near Nangis,Painting,Robert Lehman Collection,Unknown,Unknown,Paul-Désiré Trouillebert,Oil on canvas,21 1/2 x 26 in. (54.6 x 66 cm),Paintings,1880–95,"A Pond near Nangis is a Unknown Painting by the Unknown artist Paul-Désiré Trouillebert. This piece, part of the Robert Lehman Collection collection, is crafted using Oil on canvas. Measuring 21 1/2 x 26 in. (54.6 x 66 cm), the work is classified as Paintings and was created in 1880–95."
459123,Madame Roulin and Her Baby,Painting,Robert Lehman Collection,Unknown,Unknown,Vincent van Gogh,Oil on canvas,25 x 20 1/8 in.,Paintings,1888,"Madame Roulin and Her Baby is a Unknown Painting by the Unknown artist Vincent van Gogh. This piece, part of the Robert Lehman Collection collection, is crafted using Oil on canvas. Measuring 25 x 20 1/8 in., the work is classified as Paintings and was created in 1888."
459125,The Lamentation,Painting,Robert Lehman Collection,Netherlandish,Unknown,Netherlandish,Oil on copper alloy,"5 1/4 x 4 7/16 in. (13.4 x 11.2 cm), painted surface 4 3/4 x 3 7/8 in. (12.2 x 9.9 cm)",Paintings,ca. 1550,"The Lamentation is a Unknown Painting by the Netherlandish artist Netherlandish. This piece, part of the Robert Lehman Collection collection, is crafted using Oil on copper alloy. Measuring 5 1/4 x 4 7/16 in. (13.4 x 11.2 cm), painted surface 4 3/4 x 3 7/8 in. (12.2 x 9.9 cm), the work is classified as Paintings and was created in ca. 1550."
459126,William Fraser of Reelig (1784–1835),Painting,Robert Lehman Collection,Unknown,Unknown,Sir Henry Raeburn,Oil on canvas,29 1/2 x 24 1/2 in. (74.9 x 62.2 cm),Paintings,1801,"William Fraser of Reelig (1784–1835) is a Unknown Painting by the Unknown artist Sir Henry Raeburn. This piece, part of the Robert Lehman Collection collection, is crafted using Oil on canvas. Measuring 29 1/2 x 24 1/2 in. (74.9 x 62.2 cm), the work is classified as Paintings and was created in 1801."
459127,Lady Lemon (1747–1823),Painting,Robert Lehman Collection,Unknown,Unknown,George Romney,Oil on canvas,50 x 40 in. (127 x 101.6 cm),Paintings,mid- to late 1780s,"Lady Lemon (1747–1823) is a Unknown Painting by the Unknown artist George Romney. This piece, part of the Robert Lehman Collection collection, is crafted using Oil on canvas. Measuring 50 x 40 in. (127 x 101.6 cm), the work is classified as Paintings and was created in mid- to late 1780s."
459128,Figures and a Dog in a Landscape,Painting,Robert Lehman Collection,Unknown,Unknown,Narcisse-Virgile Diaz de la Peña,Oil on wood,17 1/4 x 11 3/4 in. (43.8 x 29.8 cm),Paintings,1852,"Figures and a Dog in a Landscape is a Unknown Painting by the Unknown artist Narcisse-Virgile Diaz de la Peña. This piece, part of the Robert Lehman Collection collection, is crafted using Oil on wood. Measuring 17 1/4 x 11 3/4 in. (43.8 x 29.8 cm), the work is classified as Paintings and was created in 1852."
459129,Madonna and Child,Painting,Robert Lehman Collection,Unknown,Unknown,Ugolino da Siena (Ugolino di Nerio),"Tempera on wood, gold ground","Arched top, 35 3/8 x 23 in. (89.9 x 58.4 cm)",Paintings,ca. 1325,"Madonna and Child is a Unknown Painting by the Unknown artist Ugolino da Siena (Ugolino di Nerio). This piece, part of the Robert Lehman Collection collection, is crafted using Tempera on wood, gold ground. Measuring Arched top, 35 3/8 x 23 in. (89.9 x 58.4 cm), the work is classified as Paintings and was created in ca. 1325."
459130,Saint Matthew,Painting fragment,Robert Lehman Collection,Unknown,Unknown,Ugolino da Siena (Ugolino di Nerio),"Tempera on wood, gold ground",15 1/8 x 12 3/4 in. (38.4 x 32.4 cm),Paintings,ca. 1330–1335,"Saint Matthew is a Unknown Painting fragment by the Unknown artist Ugolino da Siena (Ugolino di Nerio). This piece, part of the Robert Lehman Collection collection, is crafted using Tempera on wood, gold ground. Measuring 15 1/8 x 12 3/4 in. (38.4 x 32.4 cm), the work is classified as Paintings and was created in ca. 1330–1335."
459131,The Last Supper,Painting,Robert Lehman Collection,Unknown,Unknown,Ugolino da Siena (Ugolino di Nerio),Tempera and gold on wood,"Overall, with engaged (modern) frame, 15 x 22 1/4 in. (38.1 x 56.5 cm); painted surface 13 1/2 x 20 3/4 in. (34.3 x 52.7 cm)",Paintings,ca. 1325–30,"The Last Supper is a Unknown Painting by the Unknown artist Ugolino da Siena (Ugolino di Nerio). This piece, part of the Robert Lehman Collection collection, is crafted using Tempera and gold on wood. Measuring Overall, with engaged (modern) frame, 15 x 22 1/4 in. (38.1 x 56.5 cm); painted surface 13 1/2 x 20 3/4 in. (34.3 x 52.7 cm), the work is classified as Paintings and was created in ca. 1325–30."
459132,Saints Matthias and Thomas,Painting,Robert Lehman Collection,Unknown,Unknown,Bartolomeo Bulgarini,"Tempera on wood, gold ground","Overall, exclusive of modern frame additions, 20 7/8 x 18 1/8 in. (53 x 46 cm); painted surface 17 1/2 x 16 3/4 in. (44.5 x 42.5 cm)",Paintings,ca. 1350,"Saints Matthias and Thomas is a Unknown Painting by the Unknown artist Bartolomeo Bulgarini. This piece, part of the Robert Lehman Collection collection, is crafted using Tempera on wood, gold ground. Measuring Overall, exclusive of modern frame additions, 20 7/8 x 18 1/8 in. (53 x 46 cm); painted surface 17 1/2 x 16 3/4 in. (44.5 x 42.5 cm), the work is classified as Paintings and was created in ca. 1350."
459133,The Adoration of the Magi,Painting,Robert Lehman Collection,"Italian, Naples",Unknown,"Italian, Neapolitan Follower of Giotto","Tempera on wood, gold ground","Overall, with engaged frame, 26 1/8 x 18 3/8 in. (66.4 x 46.7 cm); painted surface, including tooled border, 21 3/8 x 15 in. (54.3 x 38.1 cm)",Paintings,ca. 1340–43,"The Adoration of the Magi is a Unknown Painting by the Italian, Naples artist Italian, Neapolitan Follower of Giotto. This piece, part of the Robert Lehman Collection collection, is crafted using Tempera on wood, gold ground. Measuring Overall, with engaged frame, 26 1/8 x 18 3/8 in. (66.4 x 46.7 cm); painted surface, including tooled border, 21 3/8 x 15 in. (54.3 x 38.1 cm), the work is classified as Paintings and was created in ca. 1340–43."
459134,Madonna and Child,Painting,Robert Lehman Collection,Unknown,Unknown,Barna da Siena,"Tempera on wood, gold ground","Overall, with engaged frame, 24 5/8 x 10 3/4 in. (62.5 x 27.3 cm); painted surface 19 7/8 x 8 5/8 in. (50.5 x 21.9 cm)",Paintings,ca. 1340,"Madonna and Child is a Unknown Painting by the Unknown artist Barna da Siena. This piece, part of the Robert Lehman Collection collection, is crafted using Tempera on wood, gold ground. Measuring Overall, with engaged frame, 24 5/8 x 10 3/4 in. (62.5 x 27.3 cm); painted surface 19 7/8 x 8 5/8 in. (50.5 x 21.9 cm), the work is classified as Paintings and was created in ca. 1340."
459135,The Conversion of Saint Paul,Painting,Robert Lehman Collection,Unknown,Unknown,Spinello Aretino (Spinello di Luca Spinelli),"Tempera on wood, gold ground",11 7/8 x 11 5/8 in. (30.2 x 29.5 cm),Paintings,ca. 1391–92,"The Conversion of Saint Paul is a Unknown Painting by the Unknown artist Spinello Aretino (Spinello di Luca Spinelli). This piece, part of the Robert Lehman Collection collection, is crafted using Tempera on wood, gold ground. Measuring 11 7/8 x 11 5/8 in. (30.2 x 29.5 cm), the work is classified as Paintings and was created in ca. 1391–92."
459136,Madonna and Child,Painting,Robert Lehman Collection,Unknown,Unknown,Simone Martini,"Tempera on wood, gold ground",Overall 23 1/8 x 15 1/2 in. (58.7 x 39.4 cm); painted surface 22 1/2 x 15 1/8 in. (57.2 x 38.4 cm),Paintings,ca. 1326,"Madonna and Child is a Unknown Painting by the Unknown artist Simone Martini. This piece, part of the Robert Lehman Collection collection, is crafted using Tempera on wood, gold ground. Measuring Overall 23 1/8 x 15 1/2 in. (58.7 x 39.4 cm); painted surface 22 1/2 x 15 1/8 in. (57.2 x 38.4 cm), the work is classified as Paintings and was created in ca. 1326."
459177,Madonna and Child,Painting,Robert Lehman Collection,"Italian, Tuscany",Unknown,"Italian [Tuscan] Painter, first quarter of 14th century",Tempera on panel,Overall: 6 3/8 x 4 5/8 in.(16.2 x 11.8 cm); Picture Surface: 4 7/8 x 3 1/2 in. (12.3 x 8.4 cm),Paintings,first quarter 14th century,"Madonna and Child is a Unknown Painting by the Italian, Tuscany artist Italian [Tuscan] Painter, first quarter of 14th century. This piece, part of the Robert Lehman Collection collection, is crafted using Tempera on panel. Measuring Overall: 6 3/8 x 4 5/8 in.(16.2 x 11.8 cm); Picture Surface: 4 7/8 x 3 1/2 in. (12.3 x 8.4 cm), the work is classified as Paintings and was created in first quarter 14th century."
459178,Pietà,Painting,Robert Lehman Collection,"Italian, Tuscany",Unknown,"Italian [Tuscan] Painter, first quarter of 14th century",Tempera on panel,Overall: 6 1/4 x 4 5/8 in. (15.8 x 11.8 cm); Picture Surface: 4 3/4 x 3 3/8 in. (12.1 x 8.6 cm),Paintings,first quarter 14th century,"Pietà is a Unknown Painting by the Italian, Tuscany artist Italian [Tuscan] Painter, first quarter of 14th century. This piece, part of the Robert Lehman Collection collection, is crafted using Tempera on panel. Measuring Overall: 6 1/4 x 4 5/8 in. (15.8 x 11.8 cm); Picture Surface: 4 3/4 x 3 3/8 in. (12.1 x 8.6 cm), the work is classified as Paintings and was created in first quarter 14th century."
459257,Saint Michael,Painting,Robert Lehman Collection,Unknown,Unknown,Pietro di Giovanni d'Ambrogio,"Tempera on wood with silver, gold ground","Engaged Frame: 11 11/16 x 5 1/4 in.  (29.7 x 13.4 cm)
Painted Surface: 9 5/8 x 2 15/16 in. (24.5 x 7.5 cm.)",Paintings,mid-1430s,"Saint Michael is a Unknown Painting by the Unknown artist Pietro di Giovanni d'Ambrogio. This piece, part of the Robert Lehman Collection collection, is crafted using Tempera on wood with silver, gold ground. Measuring Engaged Frame: 11 11/16 x 5 1/4 in.  (29.7 x 13.4 cm)
Painted Surface: 9 5/8 x 2 15/16 in. (24.5 x 7.5 cm.), the work is classified as Paintings and was created in mid-1430s."
459258,Saint Nicholas of Bari,Painting,Robert Lehman Collection,Unknown,Unknown,Pietro di Giovanni d'Ambrogio,Tempera on panel,"Engaged Frame: 29.7 x 13.4 in.  (75.4 x 34.0 cm)
Painted Surface: 9 5/8 x 2 15/16 in. (24.5 x 7.5 cm)",Paintings,mid-1430s,"Saint Nicholas of Bari is a Unknown Painting by the Unknown artist Pietro di Giovanni d'Ambrogio. This piece, part of the Robert Lehman Collection collection, is crafted using Tempera on panel. Measuring Engaged Frame: 29.7 x 13.4 in.  (75.4 x 34.0 cm)
Painted Surface: 9 5/8 x 2 15/16 in. (24.5 x 7.5 cm), the work is classified as Paintings and was created in mid-1430s."
460151,Madonna and Child with Nine Angels,Painting,Robert Lehman Collection,Unknown,Unknown,Segna di Buonaventura,Tempera on panel,"Left wing, overall, with engaged frame, 15 1/8 x 10 5/8 in. (38.4 x 27 cm); right wing, overall, with engaged frame, 15 x 10 5/8 in. (38.1 x 27 cm)",Paintings,ca. 1315,"Madonna and Child with Nine Angels is a Unknown Painting by the Unknown artist Segna di Buonaventura. This piece, part of the Robert Lehman Collection collection, is crafted using Tempera on panel. Measuring Left wing, overall, with engaged frame, 15 1/8 x 10 5/8 in. (38.4 x 27 cm); right wing, overall, with engaged frame, 15 x 10 5/8 in. (38.1 x 27 cm), the work is classified as Paintings and was created in ca. 1315."
